id,name,model_id:id,group_id:id,perm_read,perm_write,perm_create,perm_unlink
access_impact_level_group_asset_management,access.impact.level.group.asset.management,model_impact_level,grcbit_base.group_asset_management,1,0,0,0
access_impact_level_group_risk_management,access.impact.level.group.risk.management,model_impact_level,grcbit_base.group_risk_management,1,0,0,0
access_impact_level_group_isms,access.impact.level.group.isms,model_impact_level,grcbit_base.group_isms,1,0,0,0
access_impact_level_group_control,access.impact.level.group.control,model_impact_level,grcbit_base.group_control,1,0,0,0
access_impact_level_group_compliance,access.impact.level.group.compliance,model_impact_level,grcbit_base.group_compliance,1,0,0,0
access_impact_level_group_guest,access.impact.level.group.guest,model_impact_level,grcbit_base.group_guest,1,0,0,0

access_probability_level_group_admin_system,access.probability.level.group.admin.system,model_probability_level,base.group_system,1,1,1,1
access_probability_level_group_grc_admin,access.probability.level.group.grc.admin,model_probability_level,grcbit_base.group_grc_admin,1,0,0,0
access_probability_level_group_grc_consultant,access.probability.level.group.grc.consultant,model_probability_level,grcbit_base.group_grc_consultant,1,0,0,0
access_probability_level_group_asset_management,access.probability.level.group.asset.management,model_probability_level,grcbit_base.group_asset_management,1,0,0,0
access_probability_level_group_risk_management,access.probability.level.group.risk.management,model_probability_level,grcbit_base.group_risk_management,1,0,0,0
access_probability_level_group_isms,access.probability.level.group.isms,model_probability_level,grcbit_base.group_isms,1,0,0,0
access_probability_level_group_control,access.probability.level.group.control,model_probability_level,grcbit_base.group_control,1,0,0,0
access_probability_level_group_compliance,access.probability.level.group.compliance,model_probability_level,grcbit_base.group_compliance,1,0,0,0
access_probability_level_group_guest,access.probability.level.group.guest,model_probability_level,grcbit_base.group_guest,1,0,0,0

access_risk_level_group_admin_system,access.risk.level.group.admin.system,model_risk_level,base.group_system,1,1,1,1
access_risk_level_group_grc_admin,access.risk.level.group.grc.admin,model_risk_level,grcbit_base.group_grc_admin,1,0,0,0
access_risk_level_group_grc_consultant,access.risk.level.group.grc.consultant,model_risk_level,grcbit_base.group_grc_consultant,1,0,0,0
access_risk_level_group_asset_management,access.risk.level.group.asset.management,model_risk_level,grcbit_base.group_asset_management,1,0,0,0
access_risk_level_group_risk_management,access.risk.level.group.risk.management,model_risk_level,grcbit_base.group_risk_management,1,0,0,0
access_risk_level_group_isms,access.risk.level.group.isms,model_risk_level,grcbit_base.group_isms,1,0,0,0
access_risk_level_group_control,access.risk.level.group.control,model_risk_level,grcbit_base.group_control,1,0,0,0
access_risk_level_group_compliance,access.risk.level.group.compliance,model_risk_level,grcbit_base.group_compliance,1,0,0,0
access_risk_level_group_guest,access.risk.level.group.guest,model_risk_level,grcbit_base.group_guest,1,0,0,0

access_risk_classification_group_grc_admin,access.risk.classification.group.grc.admin,model_risk_classification,grcbit_base.group_grc_admin,1,1,1,1
access_risk_classification_group_grc_consultant,access.risk.classification.group.grc.consultant,model_risk_classification,grcbit_base.group_grc_consultant,1,1,1,1
access_risk_classification_group_asset_management,access.risk.classification.group.asset.management,model_risk_classification,grcbit_base.group_asset_management,1,0,0,0
access_risk_classification_group_risk_management,access.risk.classification.group.risk.management,model_risk_classification,grcbit_base.group_risk_management,1,1,1,1
access_risk_classification_group_isms,access.risk.classification.group.isms,model_risk_classification,grcbit_base.group_isms,1,0,0,0
access_risk_classification_group_control,access.risk.classification.group.control,model_risk_classification,grcbit_base.group_control,1,0,0,0
access_risk_classification_group_compliance,access.risk.classification.group.compliance,model_risk_classification,grcbit_base.group_compliance,1,0,0,0
access_risk_classification_group_guest,access.risk.classification.group.guest,model_risk_classification,grcbit_base.group_guest,1,0,0,0

access_inherent_risk_level_group_admin_system,access.inherent.risk.level.group.admin.system,model_inherent_risk_level,base.group_system,1,1,1,1
access_inherent_risk_level_group_grc_admin,access.inherent.risk.level.group.grc.admin,model_inherent_risk_level,grcbit_base.group_grc_admin,1,0,0,0
access_inherent_risk_level_group_grc_consultant,access.inherent.risk.level.group.grc.consultant,model_inherent_risk_level,grcbit_base.group_grc_consultant,1,0,0,0
access_inherent_risk_level_group_asset_management,access.inherent.risk.level.group.asset.management,model_inherent_risk_level,grcbit_base.group_asset_management,1,0,0,0
access_inherent_risk_level_group_risk_management,access.inherent.risk.level.group.risk.management,model_inherent_risk_level,grcbit_base.group_risk_management,1,0,0,0
access_inherent_risk_level_group_isms,access.inherent.risk.level.group.isms,model_inherent_risk_level,grcbit_base.group_isms,1,0,0,0
access_inherent_risk_level_group_control,access.inherent.risk.level.group.control,model_inherent_risk_level,grcbit_base.group_control,1,0,0,0
access_inherent_risk_level_group_compliance,access.inherent.risk.level.group.compliance,model_inherent_risk_level,grcbit_base.group_compliance,1,0,0,0
access_inherent_risk_level_group_guest,access.inherent.risk.level.group.guest,model_inherent_risk_level,grcbit_base.group_guest,1,0,0,0

access_residual_risk_level_group_admin_system,access.residual.risk.level.group.admin.system,model_residual_risk_level,base.group_system,1,1,1,1
access_residual_risk_level_group_grc_admin,access.residual.risk.level.group.grc.admin,model_residual_risk_level,grcbit_base.group_grc_admin,1,0,0,0
access_residual_risk_level_group_grc_consultant,access.residual.risk.level.group.grc.consultant,model_residual_risk_level,grcbit_base.group_grc_consultant,1,0,0,0
access_residual_risk_level_group_asset_management,access.residual.risk.level.group.asset.management,model_residual_risk_level,grcbit_base.group_asset_management,1,0,0,0
access_residual_risk_level_group_risk_management,access.residual.risk.level.group.risk.management,model_residual_risk_level,grcbit_base.group_risk_management,1,0,0,0
access_residual_risk_level_group_isms,access.residual.risk.level.group.isms,model_residual_risk_level,grcbit_base.group_isms,1,0,0,0
access_residual_risk_level_group_control,access.residual.risk.level.group.control,model_residual_risk_level,grcbit_base.group_control,1,0,0,0
access_residual_risk_level_group_compliance,access.residual.risk.level.group.compliance,model_residual_risk_level,grcbit_base.group_compliance,1,0,0,0
access_residual_risk_level_group_guest,access.residual.risk.level.group.guest,model_residual_risk_level,grcbit_base.group_guest,1,0,0,0

access_company_objective_group_grc_admin,access.company.objective.group.grc.admin,model_company_objective,grcbit_base.group_grc_admin,1,1,1,1
access_company_objective_group_grc_consultant,access.company.objective.group.grc.consultant,model_company_objective,grcbit_base.group_grc_consultant,1,1,1,1
access_company_objective_group_asset_management,access.company.objective.group.asset.management,model_company_objective,grcbit_base.group_asset_management,1,0,0,0
access_company_objective_group_risk_management,access.company.objective.group.risk.management,model_company_objective,grcbit_base.group_risk_management,1,1,1,1
access_company_objective_group_isms,access.company.objective.group.isms,model_company_objective,grcbit_base.group_isms,1,0,0,0
access_company_objective_group_control,access.company.objective.group.control,model_company_objective,grcbit_base.group_control,1,0,0,0
access_company_objective_group_compliance,access.company.objective.group.compliance,model_company_objective,grcbit_base.group_compliance,1,0,0,0
access_company_objective_group_guest,access.company.objective.group.guest,model_company_objective,grcbit_base.group_guest,1,0,0,0

access_company_risk_group_grc_admin,access.company.risk.group.grc.admin,model_company_risk,grcbit_base.group_grc_admin,1,1,1,1
access_company_risk_group_grc_consultant,access.company.risk.group.grc.consultant,model_company_risk,grcbit_base.group_grc_consultant,1,1,1,1
access_company_risk_group_asset_management,access.company.risk.group.asset.management,model_company_risk,grcbit_base.group_asset_management,1,0,0,0
access_company_risk_group_risk_management,access.company.risk.group.risk.management,model_company_risk,grcbit_base.group_risk_management,1,1,1,1
access_company_risk_group_isms,access.company.risk.group.isms,model_company_risk,grcbit_base.group_isms,1,0,0,0
access_company_risk_group_control,access.company.risk.group.control,model_company_risk,grcbit_base.group_control,1,0,0,0
access_company_risk_group_compliance,access.company.risk.group.compliance,model_company_risk,grcbit_base.group_compliance,1,0,0,0
access_company_risk_group_guest,access.company.risk.group.guest,model_company_risk,grcbit_base.group_guest,1,0,0,0

access_organizational_profile_group_grc_admin,access.organizational.profile.group.grc.admin,model_organizational_profile,grcbit_base.group_grc_admin,1,1,1,1
access_organizational_profile_group_grc_consultant,access.organizational.profile.group.grc.consultant,model_organizational_profile,grcbit_base.group_grc_consultant,1,1,1,1
access_organizational_profile_group_asset_management,access.organizational.profile.group.asset.management,model_organizational_profile,grcbit_base.group_asset_management,1,0,0,0
access_organizational_profile_group_risk_management,access.organizational.profile.group.risk.management,model_organizational_profile,grcbit_base.group_risk_management,1,1,1,1
access_organizational_profile_group_isms,access.organizational.profile.group.isms,model_organizational_profile,grcbit_base.group_isms,1,0,0,0
access_organizational_profile_group_control,access.organizational.profile.group.control,model_organizational_profile,grcbit_base.group_control,1,0,0,0
access_organizational_profile_group_compliance,access.organizational.profile.group.compliance,model_organizational_profile,grcbit_base.group_compliance,1,0,0,0
access_organizational_profile_group_guest,access.organizational.profile.group.guest,model_organizational_profile,grcbit_base.group_guest,1,0,0,0

access_control_design_criteria_group_system,access.control.design.criteria.group.system,model_control_design_criteria,base.group_system,1,1,1,1
access_control_design_criteria_group_grc_admin,access.control.design.criteria.group.grc.admin,model_control_design_criteria,grcbit_base.group_grc_admin,1,0,0,0
access_control_design_criteria_group_grc_consultant,access.control.design.criteria.group.grc.consultant,model_control_design_criteria,grcbit_base.group_grc_consultant,1,0,0,0
access_control_design_criteria_group_asset_management,access.control.design.criteria.group.asset.management,model_control_design_criteria,grcbit_base.group_asset_management,1,0,0,0
access_control_design_criteria_group_risk_management,access.control.design.criteria.group.risk.management,model_control_design_criteria,grcbit_base.group_risk_management,1,0,0,0
access_control_design_criteria_group_isms,access.control.design.criteria.group.isms,model_control_design_criteria,grcbit_base.group_isms,1,0,0,0
access_control_design_criteria_group_control,access.control.design.criteria.group.control,model_control_design_criteria,grcbit_base.group_control,1,0,0,0
access_control_design_criteria_group_compliance,access.control.design.criteria.group.compliance,model_control_design_criteria,grcbit_base.group_compliance,1,0,0,0
access_control_design_criteria_group_guest,access.control.design.criteria.group.guest,model_control_design_criteria,grcbit_base.group_guest,1,0,0,0

access_control_activity_control_group_system,access.control.activity.control.group.system,model_activity_control,base.group_system,1,1,1,1
access_control_activity_control_group_control_draft,access.control.activity.control.group.control.draft,model_activity_control,group_control_draft,1,1,1,1
access_control_activity_control_group_grc_admin,access.control.activity.control.group.grc.admin,model_activity_control,grcbit_base.group_grc_admin,1,0,0,0
access_control_activity_control_group_grc_consultant,access.control.activity.control.group.grc.consultant,model_activity_control,grcbit_base.group_grc_consultant,1,0,0,0
access_control_activity_control_group_asset_management,access.control.activity.control.group.asset.management,model_activity_control,grcbit_base.group_asset_management,1,0,0,0
access_control_activity_control_group_risk_management,access.control.activity.control.group.risk.management,model_activity_control,grcbit_base.group_risk_management,1,0,0,0
access_control_activity_control_group_isms,access.control.activity.control.group.isms,model_activity_control,grcbit_base.group_isms,1,0,0,0
access_control_activity_control_group_control,access.control.activity.control.group.control,model_activity_control,grcbit_base.group_control,1,0,0,0
access_control_activity_control_group_compliance,access.control.activity.control.group.compliance,model_activity_control,grcbit_base.group_compliance,1,0,0,0
access_control_activity_control_group_guest,access.control.activity.control.group.guest,model_activity_control,grcbit_base.group_guest,1,0,0,0

access_control_evaluation_criteria_group_system,access.control.evaluation.criteria.group.system,model_control_evaluation_criteria,base.group_system,1,1,1,1
access_control_evaluation_criteria_group_grc_admin,access.control.evaluation.criteria.group.grc.admin,model_control_evaluation_criteria,grcbit_base.group_grc_admin,1,0,0,0
access_control_evaluation_criteria_group_grc_consultant,access.control.evaluation.criteria.group.grc.consultant,model_control_evaluation_criteria,grcbit_base.group_grc_consultant,1,0,0,0
access_control_evaluation_criteria_group_asset_management,access.control.evaluation.criteria.group.asset.management,model_control_evaluation_criteria,grcbit_base.group_asset_management,1,0,0,0
access_control_evaluation_criteria_group_risk_management,access.control.evaluation.criteria.group.risk.management,model_control_evaluation_criteria,grcbit_base.group_risk_management,1,0,0,0
access_control_evaluation_criteria_group_isms,access.control.evaluation.criteria.group.isms,model_control_evaluation_criteria,grcbit_base.group_isms,1,0,0,0
access_control_evaluation_criteria_group_control,access.control.evaluation.criteria.group.control,model_control_evaluation_criteria,grcbit_base.group_control,1,0,0,0
access_control_evaluation_criteria_group_compliance,access.control.evaluation.criteria.group.compliance,model_control_evaluation_criteria,grcbit_base.group_compliance,1,0,0,0
access_control_evaluation_criteria_group_guest,access.control.evaluation.criteria.group.guest,model_control_evaluation_criteria,grcbit_base.group_guest,1,0,0,0

access_control_line_group_grc_admin,access.control.line.group.grc.admin,model_control_line,grcbit_base.group_grc_admin,1,1,1,1
access_control_line_group_grc_consultant,access.control.line.group.grc.consultant,model_control_line,grcbit_base.group_grc_consultant,1,1,1,1
access_control_line_group_asset_management,access.control.line.group.asset.management,model_control_line,grcbit_base.group_asset_management,1,0,0,0
access_control_line_group_risk_management,access.control.line.group.risk.management,model_control_line,grcbit_base.group_risk_management,1,0,0,0
access_control_line_group_isms,access.control.line.group.isms,model_control_line,grcbit_base.group_isms,1,0,0,0
access_control_line_group_control,access.control.line.group.control,model_control_line,grcbit_base.group_control,1,1,1,1
access_control_line_group_compliance,access.control.line.group.compliance,model_control_line,grcbit_base.group_compliance,1,0,0,0
access_control_line_group_guest,access.control.line.group.guest,model_control_line,grcbit_base.group_guest,1,0,0,0

access_control_evidence_group_grc_admin,access.control.evidence.group.grc.admin,model_control_evidence,grcbit_base.group_grc_admin,1,1,1,1
access_control_evidence_group_grc_consultant,access.control.evidence.group.grc.consultant,model_control_evidence,grcbit_base.group_grc_consultant,1,1,1,1
access_control_evidence_group_asset_management,access.control.evidence.group.asset.management,model_control_evidence,grcbit_base.group_asset_management,1,0,0,0
access_control_evidence_group_risk_management,access.control.evidence.group.risk.management,model_control_evidence,grcbit_base.group_risk_management,1,0,0,0
access_control_evidence_group_isms,access.control.evidence.group.isms,model_control_evidence,grcbit_base.group_isms,1,0,0,0
access_control_evidence_group_control,access.control.evidence.group.control,model_control_evidence,grcbit_base.group_control,1,1,1,1
access_control_evidence_group_compliance,access.control.evidence.group.compliance,model_control_evidence,grcbit_base.group_compliance,1,0,0,0
access_control_evidence_group_guest,access.control.evidence.group.guest,model_control_evidence,grcbit_base.group_guest,1,0,0,0

access_control_design_group_grc_admin,access.control.design.group.grc.admin,model_control_design,grcbit_base.group_grc_admin,1,1,1,1
access_control_design_group_grc_consultant,access.control.design.group.grc.consultant,model_control_design,grcbit_base.group_grc_consultant,1,1,1,1
access_control_design_group_asset_management,access.control.design.group.asset.management,model_control_design,grcbit_base.group_asset_management,1,0,0,0
access_control_design_group_risk_management,access.control.design.group.risk.management,model_control_design,grcbit_base.group_risk_management,1,0,0,0
access_control_design_group_isms,access.control.design.group.isms,model_control_design,grcbit_base.group_isms,1,0,0,0
access_control_design_group_control,access.control.design.group.control,model_control_design,grcbit_base.group_control,1,1,1,1
access_control_design_group_compliance,access.control.design.group.compliance,model_control_design,grcbit_base.group_compliance,1,0,0,0
access_control_design_group_guest,access.control.design.group.guest,model_control_design,grcbit_base.group_guest,1,0,0,0
