"id","parent_id/id","code_prefix_start","code_prefix_end","name","cuenta_sat","cuenta_tipo"
"cod_sat_193","cod_sat_18",109.07,109.07,"Rentas pagados por anticipado nacional parte relacionada",109.07,"Deudora"
"cod_sat_194","cod_sat_18",109.08,109.08,"Rentas pagados por anticipado extranjero parte relacionada",109.08,"Deudora"
"cod_sat_195","cod_sat_18",109.09,109.09,"Intereses pagados por anticipado nacional",109.09,"Deudora"
"cod_sat_196","cod_sat_18",109.10,109.10,"Intereses pagados por anticipado extranjero",109.10,"Deudora"
"cod_sat_197","cod_sat_18",109.11,109.11,"Intereses pagados por anticipado nacional parte relacionada",109.11,"Deudora"
"cod_sat_198","cod_sat_18",109.12,109.12,"Intereses pagados por anticipado extranjero parte relacionada",109.12,"Deudora"
"cod_sat_199","cod_sat_18",109.13,109.13,"Factoraje financiero pagados por anticipado nacional",109.13,"Deudora"
"cod_sat_200","cod_sat_18",109.14,109.14,"Factoraje financiero pagados por anticipado extranjero",109.14,"Deudora"
"cod_sat_201","cod_sat_18",109.15,109.15,"Factoraje financiero pagados por anticipado nacional parte relacionada",109.15,"Deudora"
"cod_sat_202","cod_sat_18",109.16,109.16,"Factoraje financiero pagados por anticipado extranjero parte relacionada",109.16,"Deudora"
"cod_sat_203","cod_sat_18",109.17,109.17,"Arrendamiento financiero pagados por anticipado nacional",109.17,"Deudora"
"cod_sat_204","cod_sat_18",109.18,109.18,"Arrendamiento financiero pagados por anticipado extranjero",109.18,"Deudora"
"cod_sat_205","cod_sat_18",109.19,109.19,"Arrendamiento financiero pagados por anticipado nacional parte relacionada",109.19,"Deudora"
"cod_sat_206","cod_sat_18",109.20,109.20,"Arrendamiento financiero pagados por anticipado extranjero parte relacionada",109.20,"Deudora"
"cod_sat_207","cod_sat_18",109.21,109.21,"Pérdida por deterioro de pagos anticipados",109.21,"Deudora"
"cod_sat_208","cod_sat_18",109.22,109.22,"Derechos fiduciarios",109.22,"Deudora"
"cod_sat_209","cod_sat_18",109.23,109.23,"Otros pagos anticipados",109.23,"Deudora"
"cod_sat_210","cod_sat_19",110.01,110.01,"Subsidio al empleo por aplicar",110.01,"Deudora"
"cod_sat_211","cod_sat_20",111.01,111.01,"Crédito al diesel por acreditar",111.01,"Deudora"
"cod_sat_212","cod_sat_21",112.01,112.01,"Otros estímulos",112.01,"Deudora"
"cod_sat_213","cod_sat_22",113.01,113.01,"IVA a favor",113.01,"Deudora"
"cod_sat_214","cod_sat_22",113.02,113.02,"ISR a favor",113.02,"Deudora"
"cod_sat_215","cod_sat_22",113.03,113.03,"IETU a favor",113.03,"Deudora"
"cod_sat_216","cod_sat_22",113.04,113.04,"IDE a favor",113.04,"Deudora"
"cod_sat_217","cod_sat_22",113.05,113.05,"IA a favor",113.05,"Deudora"
"cod_sat_218","cod_sat_22",113.06,113.06,"Subsidio al empleo",113.06,"Deudora"
"cod_sat_219","cod_sat_22",113.07,113.07,"Pago de lo indebido",113.07,"Deudora"
"cod_sat_220","cod_sat_22",113.08,113.08,"Otros impuestos a favor",113.08,"Deudora"
"cod_sat_221","cod_sat_23",114.01,114.01,"Pagos provisionales de ISR",114.01,"Deudora"
"cod_sat_222","cod_sat_24",115.01,115.01,"Inventario",115.01,"Deudora"
"cod_sat_223","cod_sat_24",115.02,115.02,"Materia prima y materiales",115.02,"Deudora"
"cod_sat_224","cod_sat_24",115.03,115.03,"Producción en proceso",115.03,"Deudora"
"cod_sat_225","cod_sat_24",115.04,115.04,"Productos terminados",115.04,"Deudora"
"cod_sat_226","cod_sat_24",115.05,115.05,"Mercancías en tránsito",115.05,"Deudora"
"cod_sat_227","cod_sat_24",115.06,115.06,"Mercancías en poder de terceros",115.06,"Deudora"
"cod_sat_228","cod_sat_24",115.07,115.07,"Otros",115.07,"Deudora"
"cod_sat_229","cod_sat_25",116.01,116.01,"Estimación de inventarios obsoletos y de lento movimiento",116.01,"Deudora"
"cod_sat_230","cod_sat_26",117.01,117.01,"Obras en proceso de inmuebles",117.01,"Deudora"
"cod_sat_231","cod_sat_27",118.01,118.01,"IVA acreditable pagado",118.01,"Deudora"
"cod_sat_232","cod_sat_27",118.02,118.02,"IVA acreditable de importación pagado",118.02,"Deudora"
"cod_sat_233","cod_sat_27",118.03,118.03,"IEPS acreditable pagado",118.03,"Deudora"
"cod_sat_234","cod_sat_27",118.04,118.04,"IEPS pagado en importación",118.04,"Deudora"
"cod_sat_235","cod_sat_28",119.01,119.01,"IVA pendiente de pago",119.01,"Deudora"
"cod_sat_236","cod_sat_28",119.02,119.02,"IVA de importación pendiente de pago",119.02,"Deudora"
"cod_sat_237","cod_sat_28",119.03,119.03,"IEPS pendiente de pago",119.03,"Deudora"
"cod_sat_238","cod_sat_28",119.04,119.04,"IEPS pendiente de pago en importación",119.04,"Deudora"
"cod_sat_239","cod_sat_29",120.01,120.01,"Anticipo a proveedores nacional",120.01,"Deudora"
"cod_sat_240","cod_sat_29",120.02,120.02,"Anticipo a proveedores extranjero",120.02,"Deudora"
"cod_sat_241","cod_sat_29",120.03,120.03,"Anticipo a proveedores nacional parte relacionada",120.03,"Deudora"
"cod_sat_242","cod_sat_29",120.04,120.04,"Anticipo a proveedores extranjero parte relacionada",120.04,"Deudora"
"cod_sat_243","cod_sat_30",121.01,121.01,"Otros activos a corto plazo",121.01,"Deudora"
"cod_sat_244","cod_sat_31",151.01,151.01,"Terrenos",151.01,"Deudora"
"cod_sat_245","cod_sat_32",152.01,152.01,"Edificios",152.01,"Deudora"
"cod_sat_246","cod_sat_33",153.01,153.01,"Maquinaria y equipo",153.01,"Deudora"
"cod_sat_247","cod_sat_34",154.01,154.01,"Automóviles, autobuses, camiones de carga, tractocamiones, montacargas y remolques",154.01,"Deudora"
"cod_sat_248","cod_sat_35",155.01,155.01,"Mobiliario y equipo de oficina",155.01,"Deudora"
"cod_sat_249","cod_sat_36",156.01,156.01,"Equipo de cómputo",156.01,"Deudora"
"cod_sat_250","cod_sat_37",157.01,157.01,"Equipo de comunicación",157.01,"Deudora"
"cod_sat_251","cod_sat_38",158.01,158.01,"Activos biológicos, vegetales y semovientes",158.01,"Deudora"
"cod_sat_252","cod_sat_39",159.01,159.01,"Obras en proceso de activos fijos",159.01,"Deudora"
"cod_sat_253","cod_sat_40",160.01,160.01,"Otros activos fijos",160.01,"Deudora"
"cod_sat_254","cod_sat_41",161.01,161.01,"Ferrocarriles",161.01,"Deudora"
"cod_sat_255","cod_sat_42",162.01,162.01,"Embarcaciones",162.01,"Deudora"
"cod_sat_256","cod_sat_43",163.01,163.01,"Aviones",163.01,"Deudora"
"cod_sat_257","cod_sat_44",164.01,164.01,"Troqueles, moldes, matrices y herramental",164.01,"Deudora"
"cod_sat_258","cod_sat_45",165.01,165.01,"Equipo de comunicaciones telefónicas",165.01,"Deudora"
"cod_sat_259","cod_sat_46",166.01,166.01,"Equipo de comunicación satelital",166.01,"Deudora"
"cod_sat_260","cod_sat_47",167.01,167.01,"Equipo de adaptaciones para personas con capacidades diferentes",167.01,"Deudora"
"cod_sat_261","cod_sat_48",168.01,168.01,"Maquinaria y equipo de generación de energía de fuentes renovables o de sistemas de cogeneración de electricidad eficiente",168.01,"Deudora"
"cod_sat_262","cod_sat_49",169.01,169.01,"Otra maquinaria y equipo",169.01,"Deudora"
"cod_sat_263","cod_sat_50",170.01,170.01,"Adaptaciones y mejoras",170.01,"Deudora"
"cod_sat_264","cod_sat_51",171.01,171.01,"Depreciación acumulada de edificios",171.01,"Deudora"
"cod_sat_265","cod_sat_51",171.02,171.02,"Depreciación acumulada de maquinaria y equipo",171.02,"Deudora"
"cod_sat_266","cod_sat_51",171.03,171.03,"Depreciación acumulada de automóviles, autobuses, camiones de carga, tractocamiones, montacargas y remolques",171.03,"Deudora"
"cod_sat_267","cod_sat_51",171.04,171.04,"Depreciación acumulada de mobiliario y equipo de oficina",171.04,"Deudora"
"cod_sat_268","cod_sat_51",171.05,171.05,"Depreciación acumulada de equipo de cómputo",171.05,"Deudora"
"cod_sat_269","cod_sat_51",171.06,171.06,"Depreciación acumulada de equipo de comunicación",171.06,"Deudora"
"cod_sat_270","cod_sat_51",171.07,171.07,"Depreciación acumulada de activos biológicos, vegetales y semovientes",171.07,"Deudora"
"cod_sat_271","cod_sat_51",171.08,171.08,"Depreciación acumulada de otros activos fijos",171.08,"Deudora"
"cod_sat_272","cod_sat_51",171.09,171.09,"Depreciación acumulada de ferrocarriles",171.09,"Deudora"
"cod_sat_273","cod_sat_51",171.10,171.10,"Depreciación acumulada de embarcaciones",171.10,"Deudora"
"cod_sat_274","cod_sat_51",171.11,171.11,"Depreciación acumulada de aviones",171.11,"Deudora"
"cod_sat_275","cod_sat_51",171.12,171.12,"Depreciación acumulada de troqueles, moldes, matrices y herramental",171.12,"Deudora"
"cod_sat_276","cod_sat_51",171.13,171.13,"Depreciación acumulada de equipo de comunicaciones telefónicas",171.13,"Deudora"
"cod_sat_277","cod_sat_51",171.14,171.14,"Depreciación acumulada de equipo de comunicación satelital",171.14,"Deudora"
"cod_sat_278","cod_sat_51",171.15,171.15,"Depreciación acumulada de equipo de adaptaciones para personas con capacidades diferentes",171.15,"Deudora"
"cod_sat_279","cod_sat_51",171.16,171.16,"Depreciación acumulada de maquinaria y equipo de generación de energía de fuentes renovables o de sistemas de cogeneración de electricidad eficiente",171.16,"Deudora"
"cod_sat_280","cod_sat_51",171.17,171.17,"Depreciación acumulada de adaptaciones y mejoras",171.17,"Deudora"
"cod_sat_281","cod_sat_51",171.18,171.18,"Depreciación acumulada de otra maquinaria y equipo",171.18,"Deudora"
"cod_sat_282","cod_sat_52",172.01,172.01,"Pérdida por deterioro acumulado de edificios",172.01,"Deudora"
"cod_sat_283","cod_sat_52",172.02,172.02,"Pérdida por deterioro acumulado de maquinaria y equipo",172.02,"Deudora"
"cod_sat_284","cod_sat_52",172.03,172.03,"Pérdida por deterioro acumulado de automóviles, autobuses, camiones de carga, tractocamiones, montacargas y remolques",172.03,"Deudora"
"cod_sat_285","cod_sat_52",172.04,172.04,"Pérdida por deterioro acumulado de mobiliario y equipo de oficina",172.04,"Deudora"
"cod_sat_286","cod_sat_52",172.05,172.05,"Pérdida por deterioro acumulado de equipo de cómputo",172.05,"Deudora"
"cod_sat_287","cod_sat_52",172.06,172.06,"Pérdida por deterioro acumulado de equipo de comunicación",172.06,"Deudora"
"cod_sat_288","cod_sat_52",172.07,172.07,"Pérdida por deterioro acumulado de activos biológicos, vegetales y semovientes",172.07,"Deudora"
"cod_sat_289","cod_sat_52",172.08,172.08,"Pérdida por deterioro acumulado de otros activos fijos",172.08,"Deudora"
"cod_sat_290","cod_sat_52",172.09,172.09,"Pérdida por deterioro acumulado de ferrocarriles",172.09,"Deudora"
"cod_sat_291","cod_sat_52",172.10,172.10,"Pérdida por deterioro acumulado de embarcaciones",172.10,"Deudora"
"cod_sat_292","cod_sat_52",172.11,172.11,"Pérdida por deterioro acumulado de aviones",172.11,"Deudora"
"cod_sat_293","cod_sat_52",172.12,172.12,"Pérdida por deterioro acumulado de troqueles, moldes, matrices y herramental",172.12,"Deudora"
"cod_sat_294","cod_sat_52",172.13,172.13,"Pérdida por deterioro acumulado de equipo de comunicaciones telefónicas",172.13,"Deudora"
"cod_sat_295","cod_sat_52",172.14,172.14,"Pérdida por deterioro acumulado de equipo de comunicación satelital",172.14,"Deudora"
"cod_sat_296","cod_sat_52",172.15,172.15,"Pérdida por deterioro acumulado de equipo de adaptaciones para personas con capacidades diferentes",172.15,"Deudora"
"cod_sat_297","cod_sat_52",172.16,172.16,"Pérdida por deterioro acumulado de maquinaria y equipo de generación de energía de fuentes renovables o de sistemas de cogeneración de electricidad eficiente",172.16,"Deudora"
"cod_sat_298","cod_sat_52",172.17,172.17,"Pérdida por deterioro acumulado de adaptaciones y mejoras",172.17,"Deudora"
"cod_sat_299","cod_sat_52",172.18,172.18,"Pérdida por deterioro acumulado de otra maquinaria y equipo",172.18,"Deudora"
"cod_sat_300","cod_sat_53",173.01,173.01,"Gastos diferidos",173.01,"Deudora"
"cod_sat_301","cod_sat_54",174.01,174.01,"Gastos pre operativos",174.01,"Deudora"
"cod_sat_302","cod_sat_55",175.01,175.01,"Regalías, asistencia técnica y otros gastos diferidos",175.01,"Deudora"
"cod_sat_303","cod_sat_56",176.01,176.01,"Activos intangibles",176.01,"Deudora"
"cod_sat_304","cod_sat_57",177.01,177.01,"Gastos de organización",177.01,"Deudora"
