"id","parent_id/id","code_prefix_start","code_prefix_end","name","cuenta_sat","cuenta_tipo"
"cod_sat_715","cod_sat_120",602.44,602.44,"Honorarios al consejo de administración",602.44,"Deudora"
"cod_sat_716","cod_sat_120",602.45,602.45,"Arrendamiento a personas físicas residentes nacionales",602.45,"Deudora"
"cod_sat_717","cod_sat_120",602.46,602.46,"Arrendamiento a personas morales residentes nacionales",602.46,"Deudora"
"cod_sat_718","cod_sat_120",602.47,602.47,"Arrendamiento a residentes del extranjero",602.47,"Deudora"
"cod_sat_719","cod_sat_120",602.48,602.48,"Combustibles y lubricantes",602.48,"Deudora"
"cod_sat_720","cod_sat_120",602.49,602.49,"Viáticos y gastos de viaje",602.49,"Deudora"
"cod_sat_721","cod_sat_121",602.50,602.50,"Teléfono, internet",602.50,"Deudora"
"cod_sat_722","cod_sat_121",602.51,602.51,"Agua",602.51,"Deudora"
"cod_sat_723","cod_sat_121",602.52,602.52,"Energía eléctrica",602.52,"Deudora"
"cod_sat_724","cod_sat_121",602.53,602.53,"Vigilancia y seguridad",602.53,"Deudora"
"cod_sat_725","cod_sat_121",602.54,602.54,"Limpieza",602.54,"Deudora"
"cod_sat_726","cod_sat_121",602.55,602.55,"Papelería y artículos de oficina",602.55,"Deudora"
"cod_sat_727","cod_sat_121",602.56,602.56,"Mantenimiento y conservación",602.56,"Deudora"
"cod_sat_728","cod_sat_121",602.57,602.57,"Seguros y fianzas",602.57,"Deudora"
"cod_sat_729","cod_sat_121",602.58,602.58,"Otros impuestos y derechos",602.58,"Deudora"
"cod_sat_730","cod_sat_121",602.59,602.59,"Recargos fiscales",602.59,"Deudora"
"cod_sat_731","cod_sat_121",602.60,602.60,"Cuotas y suscripciones",602.60,"Deudora"
"cod_sat_732","cod_sat_121",602.61,602.61,"Propaganda y publicidad",602.61,"Deudora"
"cod_sat_733","cod_sat_121",602.62,602.62,"Capacitación al personal",602.62,"Deudora"
"cod_sat_734","cod_sat_121",602.63,602.63,"Donativos y ayudas",602.63,"Deudora"
"cod_sat_735","cod_sat_121",602.64,602.64,"Asistencia técnica",602.64,"Deudora"
"cod_sat_736","cod_sat_121",602.65,602.65,"Regalías sujetas a otros porcentajes",602.65,"Deudora"
"cod_sat_737","cod_sat_121",602.66,602.66,"Regalías sujetas al 5%",602.66,"Deudora"
"cod_sat_738","cod_sat_121",602.67,602.67,"Regalías sujetas al 10%",602.67,"Deudora"
"cod_sat_739","cod_sat_121",602.68,602.68,"Regalías sujetas al 15%",602.68,"Deudora"
"cod_sat_740","cod_sat_121",602.69,602.69,"Regalías sujetas al 25%",602.69,"Deudora"
"cod_sat_741","cod_sat_121",602.70,602.70,"Regalías sujetas al 30%",602.70,"Deudora"
"cod_sat_742","cod_sat_121",602.71,602.71,"Regalías sin retención",602.71,"Deudora"
"cod_sat_743","cod_sat_121",602.72,602.72,"Fletes y acarreos",602.72,"Deudora"
"cod_sat_744","cod_sat_121",602.73,602.73,"Gastos de importación",602.73,"Deudora"
"cod_sat_745","cod_sat_121",602.74,602.74,"Comisiones sobre ventas",602.74,"Deudora"
"cod_sat_746","cod_sat_121",602.75,602.75,"Comisiones por tarjetas de crédito",602.75,"Deudora"
"cod_sat_747","cod_sat_121",602.76,602.76,"Patentes y marcas",602.76,"Deudora"
"cod_sat_748","cod_sat_121",602.77,602.77,"Uniformes",602.77,"Deudora"
"cod_sat_749","cod_sat_121",602.78,602.78,"Prediales",602.78,"Deudora"
"cod_sat_750","cod_sat_121",602.79,602.79,"Gastos de venta de urbanización",602.79,"Deudora"
"cod_sat_751","cod_sat_121",602.80,602.80,"Gastos de venta de construcción",602.80,"Deudora"
