"id","parent_id/id","code_prefix_start","code_prefix_end","name","cuenta_sat","cuenta_tipo"
"cod_sat_540","cod_sat_110",402.03,402.03,"Devoluciones, descuentos o bonificaciones sobre ventas y/o servicios exentos",402.04,"Acreedora"
"cod_sat_541","cod_sat_110",402.04,402.04,"Devoluciones, descuentos o bonificaciones de otros ingresos",402.05,"Acreedora"
"cod_sat_542","cod_sat_110",402.05,402.05,"Devoluciones, descuentos o bonificaciones sobre ventas y/o servicios en zona fronteriza norte",402.02,"Acreedora"
"cod_sat_543","cod_sat_111",403.01,403.01,"Otros Ingresos",403.01,"Acreedora"
"cod_sat_544","cod_sat_111",403.02,403.02,"Otros ingresos nacionales parte relacionada",403.02,"Acreedora"
"cod_sat_545","cod_sat_111",403.03,403.03,"Otros ingresos extranjeros parte relacionada",403.03,"Acreedora"
"cod_sat_546","cod_sat_111",403.04,403.04,"Ingresos por operaciones discontinuas",403.04,"Acreedora"
"cod_sat_547","cod_sat_111",403.05,403.05,"Ingresos por condonación de adeudo",403.05,"Acreedora"
"cod_sat_548","cod_sat_113",501.01,501.01,"Costo de venta",501.01,"Deudora"
"cod_sat_549","cod_sat_113",501.02,501.02,"Costo de servicios (Mano de obra)",501.02,"Deudora"
"cod_sat_550","cod_sat_113",501.03,501.03,"Materia prima directa utilizada para la producción",501.03,"Deudora"
"cod_sat_551","cod_sat_113",501.04,501.04,"Materia prima consumida en el proceso productivo",501.04,"Deudora"
"cod_sat_552","cod_sat_113",501.05,501.05,"Mano de obra directa consumida",501.05,"Deudora"
"cod_sat_553","cod_sat_113",501.06,501.06,"Mano de obra directa",501.06,"Deudora"
"cod_sat_554","cod_sat_113",501.07,501.07,"Cargos indirectos de producción",501.07,"Deudora"
"cod_sat_555","cod_sat_113",501.08,501.08,"Otros conceptos de costo",501.08,"Deudora"
"cod_sat_556","cod_sat_114",502.01,502.01,"Compras nacionales",502.01,"Deudora"
"cod_sat_557","cod_sat_114",502.02,502.02,"Compras nacionales parte relacionada",502.02,"Deudora"
"cod_sat_558","cod_sat_114",502.03,502.03,"Compras de Importación",502.03,"Deudora"
"cod_sat_559","cod_sat_114",502.04,502.04,"Compras de Importación partes relacionadas",502.04,"Deudora"
"cod_sat_560","cod_sat_115",503.01,503.01,"Devoluciones, descuentos o bonificaciones sobre compras",503.01,"Deudora"
"cod_sat_561","cod_sat_116",504.01,504.01,"Gastos indirectos de fabricación",504.01,"Deudora"
"cod_sat_562","cod_sat_116",504.02,504.02,"Gastos indirectos de fabricación de partes relacionadas nacionales",504.02,"Deudora"
"cod_sat_563","cod_sat_116",504.03,504.03,"Gastos indirectos de fabricación de partes relacionadas extranjeras",504.03,"Deudora"
"cod_sat_564","cod_sat_116",504.04,504.04,"Otras cuentas de costos incurridos",504.04,"Deudora"
"cod_sat_565","cod_sat_116",504.05,504.05,"Otras cuentas de costos incurridos con partes relacionadas nacionales",504.05,"Deudora"
"cod_sat_566","cod_sat_116",504.06,504.06,"Otras cuentas de costos incurridos con partes relacionadas extranjeras",504.06,"Deudora"
"cod_sat_567","cod_sat_116",504.07,504.07,"Depreciación de edificios",504.07,"Deudora"
"cod_sat_568","cod_sat_116",504.08,504.08,"Depreciación de maquinaria y equipo",504.08,"Deudora"
"cod_sat_569","cod_sat_116",504.09,504.09,"Depreciación de automóviles, autobuses, camiones de carga, tractocamiones, montacargas y remolques",504.09,"Deudora"
"cod_sat_570","cod_sat_116",504.10,504.10,"Depreciación de mobiliario y equipo de oficina",504.10,"Deudora"
"cod_sat_571","cod_sat_116",504.11,504.11,"Depreciación de equipo de cómputo",504.11,"Deudora"
"cod_sat_572","cod_sat_116",504.12,504.12,"Depreciación de equipo de comunicación",504.12,"Deudora"
"cod_sat_573","cod_sat_116",504.13,504.13,"Depreciación de activos biológicos, vegetales y semovientes",504.13,"Deudora"
"cod_sat_574","cod_sat_116",504.14,504.14,"Depreciación de otros activos fijos",504.14,"Deudora"
"cod_sat_575","cod_sat_116",504.15,504.15,"Depreciación de ferrocarriles",504.15,"Deudora"
"cod_sat_576","cod_sat_116",504.16,504.16,"Depreciación de embarcaciones",504.16,"Deudora"
"cod_sat_577","cod_sat_116",504.17,504.17,"Depreciación de aviones",504.17,"Deudora"
"cod_sat_578","cod_sat_116",504.18,504.18,"Depreciación de troqueles, moldes, matrices y herramental",504.18,"Deudora"
"cod_sat_579","cod_sat_116",504.19,504.19,"Depreciación de equipo de comunicaciones telefónicas",504.19,"Deudora"
"cod_sat_580","cod_sat_116",504.20,504.20,"Depreciación de equipo de comunicación satelital",504.20,"Deudora"
"cod_sat_581","cod_sat_116",504.21,504.21,"Depreciación de equipo de adaptaciones para personas con capacidades diferentes",504.21,"Deudora"
"cod_sat_582","cod_sat_116",504.22,504.22,"Depreciación de maquinaria y equipo de generación de energía de fuentes renovables o de sistemas de cogeneración de electricidad eficiente",504.22,"Deudora"
"cod_sat_583","cod_sat_116",504.23,504.23,"Depreciación de adaptaciones y mejoras",504.23,"Deudora"
"cod_sat_584","cod_sat_116",504.24,504.24,"Depreciación de otra maquinaria y equipo",504.24,"Deudora"
"cod_sat_585","cod_sat_116",504.25,504.25,"Otras cuentas de costos",504.25,"Deudora"
"cod_sat_586","cod_sat_117",505.01,505.01,"Costo por venta de activo fijo",505.01,"Deudora"
"cod_sat_587","cod_sat_117",505.02,505.02,"Costo por baja de activo fijo",505.02,"Deudora"
"cod_sat_588","cod_sat_119",601.01,601.01,"Sueldos y salarios",601.01,"Deudora"
"cod_sat_589","cod_sat_119",601.02,601.02,"Compensaciones",601.02,"Deudora"
"cod_sat_590","cod_sat_119",601.03,601.03,"Tiempos extras",601.03,"Deudora"
"cod_sat_591","cod_sat_119",601.04,601.04,"Premios de asistencia",601.04,"Deudora"
"cod_sat_592","cod_sat_119",601.05,601.05,"Premios de puntualidad",601.05,"Deudora"
"cod_sat_593","cod_sat_119",601.06,601.06,"Vacaciones",601.06,"Deudora"
"cod_sat_594","cod_sat_119",601.07,601.07,"Prima vacacional",601.07,"Deudora"
"cod_sat_595","cod_sat_119",601.08,601.08,"Prima dominical",601.08,"Deudora"
"cod_sat_596","cod_sat_119",601.09,601.09,"Días festivos",601.09,"Deudora"
"cod_sat_597","cod_sat_119",601.10,601.10,"Gratificaciones",601.10,"Deudora"
"cod_sat_598","cod_sat_119",601.11,601.11,"Primas de antigüedad",601.11,"Deudora"
"cod_sat_599","cod_sat_119",601.12,601.12,"Aguinaldo",601.12,"Deudora"
"cod_sat_600","cod_sat_119",601.13,601.13,"Indemnizaciones",601.13,"Deudora"
"cod_sat_601","cod_sat_119",601.14,601.14,"Destajo",601.14,"Deudora"
"cod_sat_602","cod_sat_119",601.15,601.15,"Despensa",601.15,"Deudora"
