"id","parent_id/id","code_prefix_start","code_prefix_end","name","cuenta_sat","cuenta_tipo"
"cod_sat_331","cod_sat_66",186.08,186.08,"Intereses por cobrar a largo plazo extranjero parte relacionada",186.08,"Deudora"
"cod_sat_332","cod_sat_66",186.09,186.09,"Otras cuentas y documentos por cobrar a largo plazo",186.09,"Deudora"
"cod_sat_333","cod_sat_66",186.10,186.10,"Otras cuentas y documentos por cobrar a largo plazo parte relacionada",186.10,"Deudora"
"cod_sat_334","cod_sat_67",187.01,187.01,"Participación de los trabajadores en las utilidades diferidas",187.01,"Deudora"
"cod_sat_335","cod_sat_68",188.01,188.01,"Inversiones a largo plazo en subsidiarias",188.01,"Deudora"
"cod_sat_336","cod_sat_68",188.02,188.02,"Inversiones a largo plazo en asociadas",188.02,"Deudora"
"cod_sat_337","cod_sat_68",188.03,188.03,"Otras inversiones permanentes en acciones",188.03,"Deudora"
"cod_sat_338","cod_sat_69",189.01,189.01,"Estimación por deterioro de inversiones permanentes en acciones",189.01,"Deudora"
"cod_sat_339","cod_sat_70",190.01,190.01,"Otros instrumentos financieros",190.01,"Deudora"
"cod_sat_340","cod_sat_71",191.01,191.01,"Otros activos a largo plazo",191.01,"Deudora"
"cod_sat_341","cod_sat_72",200.01,200.01,"Pasivo a corto plazo",200.01,"Acreedora"
"cod_sat_342","cod_sat_73",201.01,201.01,"Proveedores nacionales",201.01,"Acreedora"
"cod_sat_343","cod_sat_73",201.02,201.02,"Proveedores extranjeros",201.02,"Acreedora"
"cod_sat_344","cod_sat_73",201.03,201.03,"Proveedores nacionales parte relacionada",201.03,"Acreedora"
"cod_sat_345","cod_sat_73",201.04,201.04,"Proveedores extranjeros parte relacionada",201.04,"Acreedora"
"cod_sat_346","cod_sat_74",202.01,202.01,"Documentos por pagar bancario y financiero nacional",202.01,"Acreedora"
"cod_sat_347","cod_sat_74",202.02,202.02,"Documentos por pagar bancario y financiero extranjero",202.02,"Acreedora"
"cod_sat_348","cod_sat_74",202.03,202.03,"Documentos y cuentas por pagar a corto plazo nacional",202.03,"Acreedora"
"cod_sat_349","cod_sat_74",202.04,202.04,"Documentos y cuentas por pagar a corto plazo extranjero",202.04,"Acreedora"
"cod_sat_350","cod_sat_74",202.05,202.05,"Documentos y cuentas por pagar a corto plazo nacional parte relacionada",202.05,"Acreedora"
"cod_sat_351","cod_sat_74",202.06,202.06,"Documentos y cuentas por pagar a corto plazo extranjero parte relacionada",202.06,"Acreedora"
"cod_sat_352","cod_sat_74",202.07,202.07,"Intereses por pagar a corto plazo nacional",202.07,"Acreedora"
"cod_sat_353","cod_sat_74",202.08,202.08,"Intereses por pagar a corto plazo extranjero",202.08,"Acreedora"
"cod_sat_354","cod_sat_74",202.09,202.09,"Intereses por pagar a corto plazo nacional parte relacionada",202.09,"Acreedora"
"cod_sat_355","cod_sat_74",202.10,202.10,"Intereses por pagar a corto plazo extranjero parte relacionada",202.10,"Acreedora"
"cod_sat_356","cod_sat_74",202.11,202.11,"Dividendo por pagar nacional",202.11,"Acreedora"
"cod_sat_357","cod_sat_74",202.12,202.12,"Dividendo por pagar extranjero",202.12,"Acreedora"
"cod_sat_358","cod_sat_75",203.01,203.01,"Rentas cobradas por anticipado a corto plazo nacional",203.01,"Acreedora"
"cod_sat_359","cod_sat_75",203.02,203.02,"Rentas cobradas por anticipado a corto plazo extranjero",203.02,"Acreedora"
"cod_sat_360","cod_sat_75",203.03,203.03,"Rentas cobradas por anticipado a corto plazo nacional parte relacionada",203.03,"Acreedora"
"cod_sat_361","cod_sat_75",203.04,203.04,"Rentas cobradas por anticipado a corto plazo extranjero parte relacionada",203.04,"Acreedora"
"cod_sat_362","cod_sat_75",203.05,203.05,"Intereses cobrados por anticipado a corto plazo nacional",203.05,"Acreedora"
"cod_sat_363","cod_sat_75",203.06,203.06,"Intereses cobrados por anticipado a corto plazo extranjero",203.06,"Acreedora"
"cod_sat_364","cod_sat_75",203.07,203.07,"Intereses cobrados por anticipado a corto plazo nacional parte relacionada",203.07,"Acreedora"
"cod_sat_365","cod_sat_75",203.08,203.08,"Intereses cobrados por anticipado a corto plazo extranjero parte relacionada",203.08,"Acreedora"
"cod_sat_366","cod_sat_75",203.09,203.09,"Factoraje financiero cobrados por anticipado a corto plazo nacional",203.09,"Acreedora"
"cod_sat_367","cod_sat_75",203.10,203.10,"Factoraje financiero cobrados por anticipado a corto plazo extranjero",203.10,"Acreedora"
"cod_sat_368","cod_sat_75",203.11,203.11,"Factoraje financiero cobrados por anticipado a corto plazo nacional parte relacionada",203.11,"Acreedora"
"cod_sat_369","cod_sat_75",203.12,203.12,"Factoraje financiero cobrados por anticipado a corto plazo extranjero parte relacionada",203.12,"Acreedora"
"cod_sat_370","cod_sat_75",203.13,203.13,"Arrendamiento financiero cobrados por anticipado a corto plazo nacional",203.13,"Acreedora"
"cod_sat_371","cod_sat_75",203.14,203.14,"Arrendamiento financiero cobrados por anticipado a corto plazo extranjero",203.14,"Acreedora"
"cod_sat_372","cod_sat_75",203.15,203.15,"Arrendamiento financiero cobrados por anticipado a corto plazo nacional parte relacionada",203.15,"Acreedora"
"cod_sat_373","cod_sat_75",203.16,203.16,"Arrendamiento financiero cobrados por anticipado a corto plazo extranjero parte relacionada",203.16,"Acreedora"
"cod_sat_374","cod_sat_75",203.17,203.17,"Derechos fiduciarios",203.17,"Acreedora"
"cod_sat_375","cod_sat_75",203.18,203.18,"Otros cobros anticipados",203.18,"Acreedora"
"cod_sat_376","cod_sat_76",204.01,204.01,"Instrumentos financieros a corto plazo",204.01,"Acreedora"
"cod_sat_377","cod_sat_77",205.01,205.01,"Socios, accionistas o representante legal",205.01,"Acreedora"
"cod_sat_378","cod_sat_77",205.02,205.02,"Acreedores diversos a corto plazo nacional",205.02,"Acreedora"
