"id","parent_id/id","code_prefix_start","code_prefix_end","name","cuenta_sat","cuenta_tipo"
"cod_sat_802","cod_sat_121",603.47,603.47,"Arrendamiento a residentes del extranjero",603.47,"Deudora"
"cod_sat_803","cod_sat_121",603.48,603.48,"Combustibles y lubricantes",603.48,"Deudora"
"cod_sat_804","cod_sat_121",603.49,603.49,"Viáticos y gastos de viaje",603.49,"Deudora"
"cod_sat_805","cod_sat_122",603.50,603.50,"Teléfono, internet",603.50,"Deudora"
"cod_sat_806","cod_sat_122",603.51,603.51,"Agua",603.51,"Deudora"
"cod_sat_807","cod_sat_122",603.52,603.52,"Energía eléctrica",603.52,"Deudora"
"cod_sat_808","cod_sat_122",603.53,603.53,"Vigilancia y seguridad",603.53,"Deudora"
"cod_sat_809","cod_sat_122",603.54,603.54,"Limpieza",603.54,"Deudora"
"cod_sat_810","cod_sat_122",603.55,603.55,"Papelería y artículos de oficina",603.55,"Deudora"
"cod_sat_811","cod_sat_122",603.56,603.56,"Mantenimiento y conservación",603.56,"Deudora"
"cod_sat_812","cod_sat_122",603.57,603.57,"Seguros y fianzas",603.57,"Deudora"
"cod_sat_813","cod_sat_122",603.58,603.58,"Otros impuestos y derechos",603.58,"Deudora"
"cod_sat_814","cod_sat_122",603.59,603.59,"Recargos fiscales",603.59,"Deudora"
"cod_sat_815","cod_sat_122",603.60,603.60,"Cuotas y suscripciones",603.60,"Deudora"
"cod_sat_816","cod_sat_122",603.61,603.61,"Propaganda y publicidad",603.61,"Deudora"
"cod_sat_817","cod_sat_122",603.62,603.62,"Capacitación al personal",603.62,"Deudora"
"cod_sat_818","cod_sat_122",603.63,603.63,"Donativos y ayudas",603.63,"Deudora"
"cod_sat_819","cod_sat_122",603.64,603.64,"Asistencia técnica",603.64,"Deudora"
"cod_sat_820","cod_sat_122",603.65,603.65,"Regalías sujetas a otros porcentajes",603.65,"Deudora"
"cod_sat_821","cod_sat_122",603.66,603.66,"Regalías sujetas al 5%",603.66,"Deudora"
"cod_sat_822","cod_sat_122",603.67,603.67,"Regalías sujetas al 10%",603.67,"Deudora"
"cod_sat_823","cod_sat_122",603.68,603.68,"Regalías sujetas al 15%",603.68,"Deudora"
"cod_sat_824","cod_sat_122",603.69,603.69,"Regalías sujetas al 25%",603.69,"Deudora"
"cod_sat_825","cod_sat_122",603.70,603.70,"Regalías sujetas al 30%",603.70,"Deudora"
"cod_sat_826","cod_sat_122",603.71,603.71,"Regalías sin retención",603.71,"Deudora"
"cod_sat_827","cod_sat_122",603.72,603.72,"Fletes y acarreos",603.72,"Deudora"
"cod_sat_828","cod_sat_122",603.73,603.73,"Gastos de importación",603.73,"Deudora"
"cod_sat_829","cod_sat_122",603.74,603.74,"Patentes y marcas",603.74,"Deudora"
"cod_sat_830","cod_sat_122",603.75,603.75,"Uniformes",603.75,"Deudora"
"cod_sat_831","cod_sat_122",603.76,603.76,"Prediales",603.76,"Deudora"
"cod_sat_832","cod_sat_122",603.77,603.77,"Gastos de administración de urbanización",603.77,"Deudora"
"cod_sat_833","cod_sat_122",603.78,603.78,"Gastos de administración de construcción",603.78,"Deudora"
"cod_sat_834","cod_sat_122",603.79,603.79,"Fletes del extranjero",603.79,"Deudora"
"cod_sat_835","cod_sat_122",603.80,603.80,"Recolección de bienes del sector agropecuario y/o ganadero",603.80,"Deudora"
"cod_sat_836","cod_sat_122",603.81,603.81,"Gastos no deducibles (sin requisitos fiscales)",603.81,"Deudora"
"cod_sat_837","cod_sat_122",603.82,603.82,"Otros gastos de administración",603.82,"Deudora"
"cod_sat_838","cod_sat_122",604.01,604.01,"Sueldos y salarios",604.01,"Deudora"
"cod_sat_839","cod_sat_122",604.02,604.02,"Compensaciones",604.02,"Deudora"
"cod_sat_840","cod_sat_122",604.03,604.03,"Tiempos extras",604.03,"Deudora"
"cod_sat_841","cod_sat_122",604.04,604.04,"Premios de asistencia",604.04,"Deudora"
"cod_sat_842","cod_sat_122",604.05,604.05,"Premios de puntualidad",604.05,"Deudora"
"cod_sat_843","cod_sat_122",604.06,604.06,"Vacaciones",604.06,"Deudora"
"cod_sat_844","cod_sat_122",604.07,604.07,"Prima vacacional",604.07,"Deudora"
"cod_sat_845","cod_sat_122",604.08,604.08,"Prima dominical",604.08,"Deudora"
"cod_sat_846","cod_sat_122",604.09,604.09,"Días festivos",604.09,"Deudora"
"cod_sat_847","cod_sat_122",604.10,604.10,"Gratificaciones",604.10,"Deudora"
"cod_sat_848","cod_sat_122",604.11,604.11,"Primas de antigüedad",604.11,"Deudora"
"cod_sat_849","cod_sat_122",604.12,604.12,"Aguinaldo",604.12,"Deudora"
"cod_sat_850","cod_sat_122",604.13,604.13,"Indemnizaciones",604.13,"Deudora"
"cod_sat_851","cod_sat_122",604.14,604.14,"Destajo",604.14,"Deudora"
"cod_sat_852","cod_sat_122",604.15,604.15,"Despensa",604.15,"Deudora"
"cod_sat_853","cod_sat_122",604.16,604.16,"Transporte",604.16,"Deudora"
"cod_sat_854","cod_sat_122",604.17,604.17,"Servicio médico",604.17,"Deudora"
"cod_sat_855","cod_sat_122",604.18,604.18,"Ayuda en gastos funerarios",604.18,"Deudora"
"cod_sat_856","cod_sat_122",604.19,604.19,"Fondo de ahorro",604.19,"Deudora"
"cod_sat_857","cod_sat_122",604.20,604.20,"Cuotas sindicales",604.20,"Deudora"
"cod_sat_858","cod_sat_122",604.21,604.21,"PTU",604.21,"Deudora"
"cod_sat_859","cod_sat_122",604.22,604.22,"Estímulo al personal",604.22,"Deudora"
"cod_sat_860","cod_sat_122",604.23,604.23,"Previsión social",604.23,"Deudora"
"cod_sat_861","cod_sat_122",604.24,604.24,"Aportaciones para el plan de jubilación",604.24,"Deudora"
"cod_sat_862","cod_sat_122",604.25,604.25,"Otras prestaciones al personal",604.25,"Deudora"
"cod_sat_863","cod_sat_122",604.26,604.26,"Cuotas al IMSS",604.26,"Deudora"
"cod_sat_864","cod_sat_122",604.27,604.27,"Aportaciones al infonavit",604.27,"Deudora"
"cod_sat_865","cod_sat_122",604.28,604.28,"Aportaciones al SAR",604.28,"Deudora"
"cod_sat_866","cod_sat_122",604.29,604.29,"Impuesto estatal sobre nóminas",604.29,"Deudora"
"cod_sat_867","cod_sat_122",604.30,604.30,"Otras aportaciones",604.30,"Deudora"
"cod_sat_868","cod_sat_122",604.31,604.31,"Asimilados a salarios",604.31,"Deudora"
"cod_sat_869","cod_sat_122",604.32,604.32,"Servicios administrativos",604.32,"Deudora"
"cod_sat_870","cod_sat_122",604.33,604.33,"Servicios administrativos partes relacionadas",604.33,"Deudora"
"cod_sat_871","cod_sat_122",604.34,604.34,"Honorarios a personas físicas residentes nacionales",604.34,"Deudora"
"cod_sat_872","cod_sat_122",604.35,604.35,"Honorarios a personas físicas residentes nacionales partes relacionadas",604.35,"Deudora"
"cod_sat_873","cod_sat_122",604.36,604.36,"Honorarios a personas físicas residentes del extranjero",604.36,"Deudora"
"cod_sat_874","cod_sat_122",604.37,604.37,"Honorarios a personas físicas residentes del extranjero partes relacionadas",604.37,"Deudora"
"cod_sat_875","cod_sat_122",604.38,604.38,"Honorarios a personas morales residentes nacionales",604.38,"Deudora"
"cod_sat_876","cod_sat_122",604.39,604.39,"Honorarios a personas morales residentes nacionales partes relacionadas",604.39,"Deudora"
"cod_sat_877","cod_sat_122",604.40,604.40,"Honorarios a personas morales residentes del extranjero",604.40,"Deudora"
"cod_sat_878","cod_sat_122",604.41,604.41,"Honorarios a personas morales residentes del extranjero partes relacionadas",604.41,"Deudora"
"cod_sat_879","cod_sat_122",604.42,604.42,"Honorarios aduanales personas físicas",604.42,"Deudora"
"cod_sat_880","cod_sat_122",604.43,604.43,"Honorarios aduanales personas morales",604.43,"Deudora"
"cod_sat_881","cod_sat_122",604.44,604.44,"Honorarios al consejo de administración",604.44,"Deudora"
"cod_sat_882","cod_sat_122",604.45,604.45,"Arrendamiento a personas físicas residentes nacionales",604.45,"Deudora"
"cod_sat_883","cod_sat_122",604.46,604.46,"Arrendamiento a personas morales residentes nacionales",604.46,"Deudora"
"cod_sat_884","cod_sat_122",604.47,604.47,"Arrendamiento a residentes del extranjero",604.47,"Deudora"
"cod_sat_885","cod_sat_122",604.48,604.48,"Combustibles y lubricantes",604.48,"Deudora"
"cod_sat_886","cod_sat_122",604.49,604.49,"Viáticos y gastos de viaje",604.49,"Deudora"
"cod_sat_887","cod_sat_123",604.50,604.50,"Teléfono, internet",604.50,"Deudora"
"cod_sat_888","cod_sat_123",604.51,604.51,"Agua",604.51,"Deudora"
"cod_sat_889","cod_sat_123",604.52,604.52,"Energía eléctrica",604.52,"Deudora"
"cod_sat_890","cod_sat_123",604.53,604.53,"Vigilancia y seguridad",604.53,"Deudora"
"cod_sat_891","cod_sat_123",604.54,604.54,"Limpieza",604.54,"Deudora"
"cod_sat_892","cod_sat_123",604.55,604.55,"Papelería y artículos de oficina",604.55,"Deudora"
"cod_sat_893","cod_sat_123",604.56,604.56,"Mantenimiento y conservación",604.56,"Deudora"
"cod_sat_894","cod_sat_123",604.57,604.57,"Seguros y fianzas",604.57,"Deudora"
"cod_sat_895","cod_sat_123",604.58,604.58,"Otros impuestos y derechos",604.58,"Deudora"
"cod_sat_896","cod_sat_123",604.59,604.59,"Recargos fiscales",604.59,"Deudora"
"cod_sat_897","cod_sat_123",604.60,604.60,"Cuotas y suscripciones",604.60,"Deudora"
"cod_sat_898","cod_sat_123",604.61,604.61,"Propaganda y publicidad",604.61,"Deudora"
"cod_sat_899","cod_sat_123",604.62,604.62,"Capacitación al personal",604.62,"Deudora"
"cod_sat_900","cod_sat_123",604.63,604.63,"Donativos y ayudas",604.63,"Deudora"
